t	XA	XB	YA	YB	XC	YC	x_bary	y_bary	ExcB	ExcC	rapport_axes
22.19	-0.006225582193254841	4.958325943541878	-0.0005564123663814424	-0.08882098144964597	-5.689270856658123	2.4377770905177965	9.212807120457395e-08	-1.4375488628098898e-07	0.010734921055451957	0.07550852595697122	1.2644483718770292
22.2	-0.006223430077455966	4.959039656720529	-0.000594579196209407	-0.060603932521301	-5.700751959640854	2.4149755490775213	9.220811956889693e-08	-1.4382676618005721e-07	0.010735352494050368	0.07551634389164068	1.2644593169857068
22.21	-0.006221051584204163	4.959593265473924	-0.0006327375779470924	-0.032384946557440876	-5.7121380289457395	2.392133705022499	9.228814752245787e-08	-1.4390497575091777e-07	0.010735784344522364	0.0755241427609128	1.264470295866634
22.220000000000002	-0.006218446762542389	4.959986780002359	-0.0006708861862301369	-0.004164934876874944	-5.723428949809276	2.36925197050773	9.236807512555837e-08	-1.439895130678331e-07	0.010736216600954942	0.07553192222914261	1.2644813084692852
22.23	-0.00621561566923704	4.960220215721841	-0.0007090236961649972	0.024055191487258126	-5.7346246093436255	2.3463307577486594	9.244782243914934e-08	-1.4408037734600697e-07	0.010736649258190867	0.07553968196141637	1.2644923547430145
22.240000000000002	-0.006212558368772318	4.960293593259897	-0.0007471487833741082	0.05227452181761985	-5.745724896533277	2.323370479012239	9.252730961486827e-08	-1.4417756894006944e-07	0.0107370823115028	0.07554742162356357	1.2645034346370743
22.25	-0.006209274933344252	4.960206938451251	-0.0007852601240409792	0.08049214574274903	-5.756729702231708	2.3003715466080674	9.260645686127532e-08	-1.4428108934364397e-07	0.01073751575673797	0.07555514088215849	1.2645145481006073
22.26	-0.006205765442854519	4.9599602823332996	-0.0008233563949552122	0.10870715326708454	-5.767638919157959	2.2773343728795608	9.268518451592632e-08	-1.443909411886982e-07	0.010737949590333576	0.07556283940455069	1.2645256950826569
22.27	-0.006202029984903992	4.959553661141419	-0.0008614362735574493	0.13691863480093436	-5.778452441893194	2.254259370195171	9.27634130453729e-08	-1.4450712824294657e-07	0.01073838380936835	0.07557051685886357	1.2645368755321615
22.28	-0.006198068654785991	4.958987116304125	-0.0008994984379842452	0.16512568119038812	-5.789170166877224	2.2311469509396553	9.284106305165548e-08	-1.4462965540682033e-07	0.010738818411386693	0.07557817291399092	1.2645480893979484
22.290000000000003	-0.006193881555479289	4.958260694438022	-0.0009375415671128606	0.1933273837471735	-5.799791992404976	2.2079975275053902	9.29180553437271e-08	-1.4475852871303468e-07	0.010739253394548462	0.07558580723964703	1.26455933662875
22.3	-0.006189468797640859	4.9573744473425885	-0.0009755643406059765	0.22152283427845407	-5.8103178186229405	2.184811512283734	9.299431094329719e-08	-1.4489375532009556e-07	0.010739688757623695	0.07559341950634539	1.2645706171732058
